"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Otsoni [µg/m3]","Hengitettävät hiukkaset <10 µm [µg/m3]","Pienhiukkaset <2.5 µm [µg/m3]","Ilmanlaatuindeksi [1/5]"
"Helsinki Kallio 2","2020","4","29","12:00","58","12.1","6.8","1"
"Helsinki Kallio 2","2020","4","29","13:00","61.8","9.2","4.3","2"
"Helsinki Kallio 2","2020","4","29","14:00","56.2","13.6","7.8","1"
"Helsinki Kallio 2","2020","4","29","15:00","58.6","7","5.7","1"
"Helsinki Kallio 2","2020","4","29","16:00","50","5.9","5.5","1"
"Helsinki Kallio 2","2020","4","29","17:00","53.5","4.8","4.2","1"
"Helsinki Kallio 2","2020","4","29","18:00","56.7","4.1","5.5","1"
"Helsinki Kallio 2","2020","4","29","19:00","52.4","4.1","4.1","1"
"Helsinki Kallio 2","2020","4","29","20:00","55.2","3.7","4","1"
"Helsinki Kallio 2","2020","4","29","21:00","51.9","2.8","3.1","1"
"Helsinki Kallio 2","2020","4","29","22:00","45.7","3.7","4","1"
"Helsinki Kallio 2","2020","4","29","23:00","32.4","5","5.1","1"
"Helsinki Kallio 2","2020","4","30","00:00","39.4","4.8","4.2","1"
"Helsinki Kallio 2","2020","4","30","01:00","37.4","5.3","5.1","1"
"Helsinki Kallio 2","2020","4","30","02:00","38.1","5.8","5.5","1"
"Helsinki Kallio 2","2020","4","30","03:00","43","5.6","5.6","1"
"Helsinki Kallio 2","2020","4","30","04:00","35.8","4.9","5.2","1"
"Helsinki Kallio 2","2020","4","30","05:00","39.5","4.8","4.5","1"
"Helsinki Kallio 2","2020","4","30","06:00","37.3","4","3.6","1"
"Helsinki Kallio 2","2020","4","30","07:00","32.5","7.9","4.2","1"
"Helsinki Kallio 2","2020","4","30","08:00","21.5","13.9","5.6","2"
"Helsinki Kallio 2","2020","4","30","09:00","30.8","20.1","5.9","2"
"Helsinki Kallio 2","2020","4","30","10:00","48.1","15.4","4.4","1"
"Helsinki Kallio 2","2020","4","30","11:00","59.2","9.3","3.7","1"
"Helsinki Kallio 2","2020","4","30","12:00","64","7.3","4","2"
"Helsinki Kallio 2","2020","4","30","13:00","63.3","8.6","4.5","2"
"Helsinki Kallio 2","2020","4","30","14:00","65.9","7.9","4.8","2"
"Helsinki Kallio 2","2020","4","30","15:00","70.5","5.8","3.8","2"
"Helsinki Kallio 2","2020","4","30","16:00","71.1","6.7","4.3","2"
"Helsinki Kallio 2","2020","4","30","17:00","72.2","5.2","3.6","2"
"Helsinki Kallio 2","2020","4","30","18:00","74","4.3","4.5","2"
"Helsinki Kallio 2","2020","4","30","19:00","71.6","4.8","3.9","2"
"Helsinki Kallio 2","2020","4","30","20:00","71.3","6.2","3.4","2"
"Helsinki Kallio 2","2020","4","30","21:00","71.1","6.4","4.2","2"
"Helsinki Kallio 2","2020","4","30","22:00","71.1","6.3","4.6","2"
"Helsinki Kallio 2","2020","4","30","23:00","71","5.3","4.1","2"
"Helsinki Kallio 2","2020","5","1","00:00","68.9","5.2","4.5","2"
"Helsinki Kallio 2","2020","5","1","01:00","67.3","5.9","4.6","2"
"Helsinki Kallio 2","2020","5","1","02:00","70.9","5.2","4.5","2"
"Helsinki Kallio 2","2020","5","1","03:00","68.4","4.3","3.7","2"
"Helsinki Kallio 2","2020","5","1","04:00","69.9","4.5","3.9","2"
"Helsinki Kallio 2","2020","5","1","05:00","71.9","4.5","3.9","2"
"Helsinki Kallio 2","2020","5","1","06:00","71.5","4.5","4","2"
"Helsinki Kallio 2","2020","5","1","07:00","70.4","4.7","3.9","2"
"Helsinki Kallio 2","2020","5","1","08:00","63.1","5.6","4.5","2"
"Helsinki Kallio 2","2020","5","1","09:00","60.9","8.9","6","2"
"Helsinki Kallio 2","2020","5","1","10:00","62.5","10","6.2","2"
"Helsinki Kallio 2","2020","5","1","11:00","67","13.6","5.4","2"
"Helsinki Kallio 2","2020","5","1","12:00","67.2","16.1","6.5","2"
"Helsinki Kallio 2","2020","5","1","13:00","71.8","17","7.5","2"
"Helsinki Kallio 2","2020","5","1","14:00","72.9","15.2","7.2","2"
"Helsinki Kallio 2","2020","5","1","15:00","77.1","17.8","6","2"
"Helsinki Kallio 2","2020","5","1","16:00","78.4","16.8","5.6","2"
"Helsinki Kallio 2","2020","5","1","17:00","79.1","22.3","5.1","2"
"Helsinki Kallio 2","2020","5","1","18:00","79.2","15.2","5.1","2"
"Helsinki Kallio 2","2020","5","1","19:00","76","12.5","5","2"
"Helsinki Kallio 2","2020","5","1","20:00","78.3","8.1","4.5","2"
"Helsinki Kallio 2","2020","5","1","21:00","78.4","8.2","4.8","2"
"Helsinki Kallio 2","2020","5","1","22:00","70","9.5","6.2","2"
"Helsinki Kallio 2","2020","5","1","23:00","73.4","8.7","5.5","2"
"Helsinki Kallio 2","2020","5","2","00:00","66","8.4","5.2","2"
"Helsinki Kallio 2","2020","5","2","01:00","67.2","11.7","6.2","2"
"Helsinki Kallio 2","2020","5","2","02:00","66.7","11.7","6.4","2"
"Helsinki Kallio 2","2020","5","2","03:00","65.2","9.5","6.1","2"
"Helsinki Kallio 2","2020","5","2","04:00","64.6","8.3","6","2"
"Helsinki Kallio 2","2020","5","2","05:00","62","7.4","5.9","2"
"Helsinki Kallio 2","2020","5","2","06:00","54.1","6.4","5.4","1"
"Helsinki Kallio 2","2020","5","2","07:00","53.8","6.7","5.6","1"
"Helsinki Kallio 2","2020","5","2","08:00","57.2","7.4","5.8","1"
"Helsinki Kallio 2","2020","5","2","09:00","60.3","7.7","6","2"
"Helsinki Kallio 2","2020","5","2","10:00","61.1","9.4","6.9","2"
"Helsinki Kallio 2","2020","5","2","11:00","62.2","12","8","2"
"Helsinki Kallio 2","2020","5","2","12:00","70.6","11.2","7.7","2"
"Helsinki Kallio 2","2020","5","2","13:00","72.1","13.5","7.7","2"
"Helsinki Kallio 2","2020","5","2","14:00","79.4","15.3","7.3","2"
"Helsinki Kallio 2","2020","5","2","15:00","81.1","15.5","6.8","2"
"Helsinki Kallio 2","2020","5","2","16:00","86.1","16","7.5","2"
"Helsinki Kallio 2","2020","5","2","17:00","87.2","14.2","7.9","2"
"Helsinki Kallio 2","2020","5","2","18:00","84.1","10.3","7.4","2"
"Helsinki Kallio 2","2020","5","2","19:00","82.3","11.2","9.3","2"
"Helsinki Kallio 2","2020","5","2","20:00","80.6","10.1","8.9","2"
"Helsinki Kallio 2","2020","5","2","21:00","77","10.4","8.8","2"
"Helsinki Kallio 2","2020","5","2","22:00","77.9","9.3","7.7","2"
"Helsinki Kallio 2","2020","5","2","23:00","75.4","8.6","7.9","2"
"Helsinki Kallio 2","2020","5","3","00:00","77.5","7.8","7.2","2"
"Helsinki Kallio 2","2020","5","3","01:00","76","6.8","6.1","2"
"Helsinki Kallio 2","2020","5","3","02:00","65.8","6.2","6.2","2"
"Helsinki Kallio 2","2020","5","3","03:00","58.9","8.5","8.3","1"
"Helsinki Kallio 2","2020","5","3","04:00","52.9","11.1","10.4","2"
"Helsinki Kallio 2","2020","5","3","05:00","55.3","11.6","10.5","2"
"Helsinki Kallio 2","2020","5","3","06:00","55","7.1","8","1"
"Helsinki Kallio 2","2020","5","3","07:00","60.9","5.4","6.9","2"
"Helsinki Kallio 2","2020","5","3","08:00","68.2","4.6","5.5","2"
"Helsinki Kallio 2","2020","5","3","09:00","72.5","3.1","3.9","2"
"Helsinki Kallio 2","2020","5","3","10:00","73.5","4.4","4.8","2"
"Helsinki Kallio 2","2020","5","3","11:00","72.4","5.3","5.1","2"
"Helsinki Kallio 2","2020","5","3","12:00","75.2","5.4","4.8","2"
"Helsinki Kallio 2","2020","5","3","13:00","73.4","3.5","3","2"
"Helsinki Kallio 2","2020","5","3","14:00","72.6","3.9","3","2"
"Helsinki Kallio 2","2020","5","3","15:00","72.6","3.5","3","2"
"Helsinki Kallio 2","2020","5","3","16:00","70.5","4.4","3.4","2"
"Helsinki Kallio 2","2020","5","3","17:00","70.5","4.1","3","2"
"Helsinki Kallio 2","2020","5","3","18:00","71.2","3.4","4.2","2"
"Helsinki Kallio 2","2020","5","3","19:00","69.5","3.6","3.4","2"
"Helsinki Kallio 2","2020","5","3","20:00","73.7","2.5","0.4","2"
"Helsinki Kallio 2","2020","5","3","21:00","73.8","3","1.2","2"
"Helsinki Kallio 2","2020","5","3","22:00","78.1","7","4.6","2"
"Helsinki Kallio 2","2020","5","3","23:00","82.1","6.7","4.5","2"
"Helsinki Kallio 2","2020","5","4","00:00","76.2","4.7","4.2","2"
"Helsinki Kallio 2","2020","5","4","01:00","73.8","2.4","2.8","2"
"Helsinki Kallio 2","2020","5","4","02:00","64.7","2.5","2.9","2"
"Helsinki Kallio 2","2020","5","4","03:00","61.9","1.8","2.1","2"
"Helsinki Kallio 2","2020","5","4","04:00","71.3","3.4","3.7","2"
"Helsinki Kallio 2","2020","5","4","05:00","73.2","3.6","4.3","2"
"Helsinki Kallio 2","2020","5","4","06:00","71.2","2.5","3.2","2"
"Helsinki Kallio 2","2020","5","4","07:00","67.7","2.6","2.3","2"
"Helsinki Kallio 2","2020","5","4","08:00","62.1","4.2","2.7","2"
"Helsinki Kallio 2","2020","5","4","09:00","64.9","7","4.4","2"
"Helsinki Kallio 2","2020","5","4","10:00","68.6","7.6","4.1","2"
"Helsinki Kallio 2","2020","5","4","11:00","68.5","13.1","4.1","2"
"Helsinki Kallio 2","2020","5","4","12:00","75.1","8","4","2"
"Helsinki Kallio 2","2020","5","4","13:00","75.5","6.1","3.7","2"
"Helsinki Kallio 2","2020","5","4","14:00","76.3","4.6","3","2"
"Helsinki Kallio 2","2020","5","4","15:00","74.2","6.2","3.7","2"
"Helsinki Kallio 2","2020","5","4","16:00","63.4","7.4","4.2","2"
"Helsinki Kallio 2","2020","5","4","17:00","70.6","6.3","3.5","2"
"Helsinki Kallio 2","2020","5","4","18:00","74.8","4.4","2.4","2"
"Helsinki Kallio 2","2020","5","4","19:00","76.6","4.1","1.9","2"
"Helsinki Kallio 2","2020","5","4","20:00","77.1","5.8","3.8","2"
"Helsinki Kallio 2","2020","5","4","21:00","76.6","5.7","3.9","2"
"Helsinki Kallio 2","2020","5","4","22:00","66.5","7.8","5","2"
"Helsinki Kallio 2","2020","5","4","23:00","58.2","8.4","5.2","1"
"Helsinki Kallio 2","2020","5","5","00:00","59.7","7.3","4.9","1"
"Helsinki Kallio 2","2020","5","5","01:00","62.5","5.1","3.5","2"
"Helsinki Kallio 2","2020","5","5","02:00","53.4","5.8","4.1","1"
"Helsinki Kallio 2","2020","5","5","03:00","51.8","5.5","4.5","1"
"Helsinki Kallio 2","2020","5","5","04:00","42.7","6.3","5.5","1"
"Helsinki Kallio 2","2020","5","5","05:00","32.9","5","5","1"
"Helsinki Kallio 2","2020","5","5","06:00","21.2","7.5","5.1","1"
"Helsinki Kallio 2","2020","5","5","07:00","22.7","12.7","6.8","1"
"Helsinki Kallio 2","2020","5","5","08:00","21.4","16.9","8.3","2"
"Helsinki Kallio 2","2020","5","5","09:00","27.3","21.9","8.3","2"
"Helsinki Kallio 2","2020","5","5","10:00","42.3","19.1","7","1"
"Helsinki Kallio 2","2020","5","5","11:00","50.3","15.8","6.5","1"
"Helsinki Kallio 2","2020","5","5","12:00","67","16.1","6","2"
"Helsinki Kallio 2","2020","5","5","13:00","78.2","7.7","2.5","2"
"Helsinki Kallio 2","2020","5","5","14:00","81.3","6","1.2","2"
"Helsinki Kallio 2","2020","5","5","15:00","84.4","7.1","3.5","2"
"Helsinki Kallio 2","2020","5","5","16:00","79.3","6","2.9","2"
"Helsinki Kallio 2","2020","5","5","17:00","77.4","0.4","-0.6","2"
"Helsinki Kallio 2","2020","5","5","18:00","75.2","6.3","3.4","2"
"Helsinki Kallio 2","2020","5","5","19:00","77.3","7.8","4","2"
"Helsinki Kallio 2","2020","5","5","20:00","73.2","4.3","-0.5","2"
"Helsinki Kallio 2","2020","5","5","21:00","77.7","5","1.1","2"
"Helsinki Kallio 2","2020","5","5","22:00","75.3","7.3","3.2","2"
"Helsinki Kallio 2","2020","5","5","23:00","66.2","10.4","5.1","2"
"Helsinki Kallio 2","2020","5","6","00:00","61.4","9","3.9","2"
"Helsinki Kallio 2","2020","5","6","01:00","65.9","6.7","3","2"
"Helsinki Kallio 2","2020","5","6","02:00","67.6","8.9","4.7","2"
"Helsinki Kallio 2","2020","5","6","03:00","65.9","7.5","4.6","2"
"Helsinki Kallio 2","2020","5","6","04:00","63.4","4","2.7","2"
"Helsinki Kallio 2","2020","5","6","05:00","60.1","2.1","0.8","2"
"Helsinki Kallio 2","2020","5","6","06:00","57.3","3.9","1.5","1"
"Helsinki Kallio 2","2020","5","6","07:00","53.1","7.8","1.9","1"
"Helsinki Kallio 2","2020","5","6","08:00","48.9","14.8","2","1"
"Helsinki Kallio 2","2020","5","6","09:00","55.6","22.1","3.2","2"
"Helsinki Kallio 2","2020","5","6","10:00","62.2","16.1","2","2"
"Helsinki Kallio 2","2020","5","6","11:00","72.2","8.6","0.2","2"
"Helsinki Kallio 2","2020","5","6","12:00","79.6","5.7","0.5","2"
"Helsinki Kallio 2","2020","5","6","13:00","83","4.7","0.2","2"
"Helsinki Kallio 2","2020","5","6","14:00","82","6.2","1.8","2"
"Helsinki Kallio 2","2020","5","6","15:00","83.2","6.5","1.5","2"
"Helsinki Kallio 2","2020","5","6","16:00","78.5","9.9","3.4","2"
"Helsinki Kallio 2","2020","5","6","17:00","75.8","9.6","2.7","2"
"Helsinki Kallio 2","2020","5","6","18:00","80.2","5.6","1","2"
"Helsinki Kallio 2","2020","5","6","19:00","87.8","6.8","0.5","2"
"Helsinki Kallio 2","2020","5","6","20:00","86","8.9","2.2","2"
"Helsinki Kallio 2","2020","5","6","21:00","85","12.8","4.6","2"
"Helsinki Kallio 2","2020","5","6","22:00","79.2","12.8","3.5","2"
"Helsinki Kallio 2","2020","5","6","23:00","77.5","8.4","2.4","2"
"Helsinki Kallio 2","2020","5","7","00:00","76.6","7.5","3.1","2"
"Helsinki Kallio 2","2020","5","7","01:00","75.2","6.6","3.4","2"
"Helsinki Kallio 2","2020","5","7","02:00","75.3","5.6","3.3","2"
"Helsinki Kallio 2","2020","5","7","03:00","75.1","5","3.5","2"
"Helsinki Kallio 2","2020","5","7","04:00","73.5","5.8","3.8","2"
"Helsinki Kallio 2","2020","5","7","05:00","72.1","5.5","3.3","2"
"Helsinki Kallio 2","2020","5","7","06:00","67.8","7.4","4.8","2"
"Helsinki Kallio 2","2020","5","7","07:00","63.6","9","5","2"
"Helsinki Kallio 2","2020","5","7","08:00","60.1","11.4","4.7","2"
"Helsinki Kallio 2","2020","5","7","09:00","62.9","10.6","3.3","2"
"Helsinki Kallio 2","2020","5","7","10:00","71.9","8.8","2.5","2"
"Helsinki Kallio 2","2020","5","7","11:00","77","7.4","2","2"
"Helsinki Kallio 2","2020","5","7","12:00","78.9","7.6","1.7","2"
"Helsinki Kallio 2","2020","5","7","13:00","81","6.8","1.6","2"
"Helsinki Kallio 2","2020","5","7","14:00","80.1","6.9","2.5","2"
"Helsinki Kallio 2","2020","5","7","15:00","79.6","8","2.6","2"
"Helsinki Kallio 2","2020","5","7","16:00","79","9.2","2.9","2"
"Helsinki Kallio 2","2020","5","7","17:00","78.7","10.4","4.4","2"
"Helsinki Kallio 2","2020","5","7","18:00","79.7","10","4.3","2"
"Helsinki Kallio 2","2020","5","7","19:00","78.8","9.1","4","2"
"Helsinki Kallio 2","2020","5","7","20:00","76","10.4","4.2","2"
"Helsinki Kallio 2","2020","5","7","21:00","73.4","9.6","3.8","2"
"Helsinki Kallio 2","2020","5","7","22:00","71.9","11.8","3.8","2"
"Helsinki Kallio 2","2020","5","7","23:00","68.5","10.2","2.9","2"
"Helsinki Kallio 2","2020","5","8","00:00","67.4","8.7","2.8","2"
"Helsinki Kallio 2","2020","5","8","01:00","66.7","8.7","3.4","2"
"Helsinki Kallio 2","2020","5","8","02:00","65.5","7.8","3.5","2"
"Helsinki Kallio 2","2020","5","8","03:00","65","6.7","3.6","2"
"Helsinki Kallio 2","2020","5","8","04:00","64.6","5.6","3.3","2"
"Helsinki Kallio 2","2020","5","8","05:00","63.3","5.1","3.4","2"
"Helsinki Kallio 2","2020","5","8","06:00","60.2","4.6","2","2"
"Helsinki Kallio 2","2020","5","8","07:00","55.4","7.9","4.1","1"
"Helsinki Kallio 2","2020","5","8","08:00","54","8.7","3.5","1"
"Helsinki Kallio 2","2020","5","8","09:00","55.7","10.1","3.4","1"
"Helsinki Kallio 2","2020","5","8","10:00","64.4","8.6","1.3","2"
"Helsinki Kallio 2","2020","5","8","11:00","63.3","11.9","3.5","2"
"Helsinki Kallio 2","2020","5","8","12:00","66.1","13.3","4.7","2"
"Helsinki Kallio 2","2020","5","8","13:00","66.2","13.5","3.8","2"
"Helsinki Kallio 2","2020","5","8","14:00","67.4","9.5","1.3","2"
"Helsinki Kallio 2","2020","5","8","15:00","73.8","11.5","4.6","2"
"Helsinki Kallio 2","2020","5","8","16:00","74.2","6.2","0.4","2"
"Helsinki Kallio 2","2020","5","8","17:00","75.8","6.3","1.1","2"
"Helsinki Kallio 2","2020","5","8","18:00","79.6","6.2","2","2"
"Helsinki Kallio 2","2020","5","8","19:00","66.3","9.3","3.5","2"
"Helsinki Kallio 2","2020","5","8","20:00","65.9","8.5","4.1","2"
"Helsinki Kallio 2","2020","5","8","21:00","70.9","7.1","2.9","2"
"Helsinki Kallio 2","2020","5","8","22:00","73.1","6.9","2.6","2"
"Helsinki Kallio 2","2020","5","8","23:00","77.6","12.6","6.7","2"
"Helsinki Kallio 2","2020","5","9","00:00","85.1","16.1","10.4","2"
"Helsinki Kallio 2","2020","5","9","01:00","81.3","13.7","8.9","2"
"Helsinki Kallio 2","2020","5","9","02:00","79.8","12.7","8.9","2"
"Helsinki Kallio 2","2020","5","9","03:00","79.4","13","8.9","2"
"Helsinki Kallio 2","2020","5","9","04:00","76.4","13.6","9","2"
"Helsinki Kallio 2","2020","5","9","05:00","71.3","11.8","8.3","2"
"Helsinki Kallio 2","2020","5","9","06:00","66.1","11.6","7.7","2"
"Helsinki Kallio 2","2020","5","9","07:00","64.6","10.4","6.9","2"
"Helsinki Kallio 2","2020","5","9","08:00","68.5","6.7","5","2"
"Helsinki Kallio 2","2020","5","9","09:00","75.3","4.6","3.2","2"
"Helsinki Kallio 2","2020","5","9","10:00","77","3.1","1.3","2"
"Helsinki Kallio 2","2020","5","9","11:00","73.2","1.2","0.6","2"
"Helsinki Kallio 2","2020","5","9","12:00","75.1","0.3","-0.5","2"
"Helsinki Kallio 2","2020","5","9","13:00","77.5","4.3","1.2","2"
"Helsinki Kallio 2","2020","5","9","14:00","77.9","6.3","2.1","2"
"Helsinki Kallio 2","2020","5","9","15:00","83.4","4.4","0.6","2"
"Helsinki Kallio 2","2020","5","9","16:00","86","6.6","0.2","2"
"Helsinki Kallio 2","2020","5","9","17:00","87.2","6.4","0.4","2"
"Helsinki Kallio 2","2020","5","9","18:00","86.6","9.4","3.7","2"
"Helsinki Kallio 2","2020","5","9","19:00","87.8","8.1","3.2","2"
"Helsinki Kallio 2","2020","5","9","20:00","91","5.6","0.1","2"
"Helsinki Kallio 2","2020","5","9","21:00","87.2","8.2","2.9","2"
"Helsinki Kallio 2","2020","5","9","22:00","81.1","9","3.8","2"
"Helsinki Kallio 2","2020","5","9","23:00","76.1","7.9","4","2"
"Helsinki Kallio 2","2020","5","10","00:00","72.5","7.2","3.9","2"
"Helsinki Kallio 2","2020","5","10","01:00","70.7","7.6","4.5","2"
"Helsinki Kallio 2","2020","5","10","02:00","66.5","7.5","4.8","2"
"Helsinki Kallio 2","2020","5","10","03:00","59.7","10.2","6.6","1"
"Helsinki Kallio 2","2020","5","10","04:00","61.5","9.8","6","2"
"Helsinki Kallio 2","2020","5","10","05:00","63.6","8.7","5.8","2"
"Helsinki Kallio 2","2020","5","10","06:00","63.4","7.2","4.8","2"
"Helsinki Kallio 2","2020","5","10","07:00","63.2","5.8","4","2"
"Helsinki Kallio 2","2020","5","10","08:00","63.5","4.8","3.7","2"
"Helsinki Kallio 2","2020","5","10","09:00","66","4.5","2.9","2"
"Helsinki Kallio 2","2020","5","10","10:00","65.4","5.1","3.2","2"
"Helsinki Kallio 2","2020","5","10","11:00","64.8","5.2","3.4","2"
"Helsinki Kallio 2","2020","5","10","12:00","69.7","4.7","2.6","2"
"Helsinki Kallio 2","2020","5","10","13:00","73.8","5.9","2.3","2"
"Helsinki Kallio 2","2020","5","10","14:00","75.9","9","4.3","2"
"Helsinki Kallio 2","2020","5","10","15:00","80.8","7.3","3.1","2"
"Helsinki Kallio 2","2020","5","10","16:00","81.7","10.4","4.2","2"
"Helsinki Kallio 2","2020","5","10","17:00","81.1","9.7","4.4","2"
"Helsinki Kallio 2","2020","5","10","18:00","82.2","8.9","3.5","2"
"Helsinki Kallio 2","2020","5","10","19:00","81.3","9.1","5.2","2"
"Helsinki Kallio 2","2020","5","10","20:00","81.3","7.8","2.3","2"
"Helsinki Kallio 2","2020","5","10","21:00","67.5","8.5","3.7","2"
"Helsinki Kallio 2","2020","5","10","22:00","73.4","8.4","3.4","2"
"Helsinki Kallio 2","2020","5","10","23:00","66.7","6.3","1.4","2"
"Helsinki Kallio 2","2020","5","11","00:00","67.5","12.3","5.7","2"
"Helsinki Kallio 2","2020","5","11","01:00","73.3","16.5","8.7","2"
"Helsinki Kallio 2","2020","5","11","02:00","77.8","17","9","2"
"Helsinki Kallio 2","2020","5","11","03:00","85.4","10.1","6.5","2"
"Helsinki Kallio 2","2020","5","11","04:00","82.6","5.1","3.3","2"
"Helsinki Kallio 2","2020","5","11","05:00","77.1","5.2","3.1","2"
"Helsinki Kallio 2","2020","5","11","06:00","79.2","5.9","4","2"
"Helsinki Kallio 2","2020","5","11","07:00","78.8","10.4","7.6","2"
"Helsinki Kallio 2","2020","5","11","08:00","80.5","11.7","8.2","2"
"Helsinki Kallio 2","2020","5","11","09:00","69.4","12.3","8.4","2"
"Helsinki Kallio 2","2020","5","11","10:00","60.4","2.7","2.1","2"
"Helsinki Kallio 2","2020","5","11","11:00","56.4","0.2","-0.6","1"
"Helsinki Kallio 2","2020","5","11","12:00","52","2.1","0.3","1"
"Helsinki Kallio 2","2020","5","11","13:00","46.4","-0.8","1.7","1"
"Helsinki Kallio 2","2020","5","11","14:00","47.6","0.3","0.2","1"
"Helsinki Kallio 2","2020","5","11","15:00","54.3","2.3","1.3","1"
"Helsinki Kallio 2","2020","5","11","16:00","62.4","1.3","0.8","2"
"Helsinki Kallio 2","2020","5","11","17:00","61.2","3.1","3","2"
"Helsinki Kallio 2","2020","5","11","18:00","63.5","1.6","1.6","2"
"Helsinki Kallio 2","2020","5","11","19:00","56.7","4.3","3.1","1"
"Helsinki Kallio 2","2020","5","11","20:00","52.4","3.5","1.6","1"
"Helsinki Kallio 2","2020","5","11","21:00","52.5","0.3","-0.4","1"
"Helsinki Kallio 2","2020","5","11","22:00","56","3","1.8","1"
"Helsinki Kallio 2","2020","5","11","23:00","58.5","2.1","1.2","1"
"Helsinki Kallio 2","2020","5","12","00:00","55.9","5","3.8","1"
"Helsinki Kallio 2","2020","5","12","01:00","54.7","2.6","1.7","1"
"Helsinki Kallio 2","2020","5","12","02:00","53.2","3.7","3.7","1"
"Helsinki Kallio 2","2020","5","12","03:00","51.5","1.7","1.3","1"
"Helsinki Kallio 2","2020","5","12","04:00","48","4","3.5","1"
"Helsinki Kallio 2","2020","5","12","05:00","45.8","3.2","3.2","1"
"Helsinki Kallio 2","2020","5","12","06:00","43.6","2.9","2.3","1"
"Helsinki Kallio 2","2020","5","12","07:00","39.5","5.4","2.5","1"
"Helsinki Kallio 2","2020","5","12","08:00","37.5","8.5","4.1","1"
"Helsinki Kallio 2","2020","5","12","09:00","39.3","8.4","2.6","1"
"Helsinki Kallio 2","2020","5","12","10:00","42.2","10.1","3.4","1"
"Helsinki Kallio 2","2020","5","12","11:00","51.1","5","1.2","1"
"Helsinki Kallio 2","2020","5","12","12:00","57","2.5","0.4","1"
"Helsinki Kallio 2","2020","5","12","13:00","55.8","8.9","4.6","1"
"Helsinki Kallio 2","2020","5","12","14:00","60","9.8","4.7","2"
"Helsinki Kallio 2","2020","5","12","15:00","64.8","1.7","0.7","2"
"Helsinki Kallio 2","2020","5","12","16:00","65.4","9.7","5.6","2"
"Helsinki Kallio 2","2020","5","12","17:00","66.2","5.9","3.1","2"
